timestamp,num,Fulham,Draw,Liverpool,Fulham (decimal),Draw (decimal),Liverpool (decimal),total_probability,minimum_return_1000_GBP
1743945076.6147835,0,33/10,5/2,13/12,0.23255813953488372,0.2857142857142857,0.48,0.9982724252491694,1001.73
1743945107.3303945,1,33/10,5/2,13/12,0.23255813953488372,0.2857142857142857,0.48,0.9982724252491694,1001.73
1743945137.052284,2,33/10,5/2,11/10,0.23255813953488372,0.2857142857142857,0.47619047619047616,0.9944629014396456,1005.55
1743945169.157135,3,33/10,5/2,11/10,0.23255813953488372,0.2857142857142857,0.47619047619047616,0.9944629014396456,1005.55
1743945216.5203676,4,17/2,4/1,11/10,0.10526315789473684,0.2,0.47619047619047616,0.781453634085213,1279.65
1743945244.8968115,5,8/1,4/1,13/12,0.1111111111111111,0.2,0.48,0.7911111111111111,1264.04
1743945273.1826975,6,17/2,17/4,13/12,0.10526315789473684,0.19047619047619047,0.48,0.7757393483709273,1289.06
1743945301.9507637,7,17/2,4/1,13/12,0.10526315789473684,0.2,0.48,0.7852631578947369,1273.45
1743945329.8976505,8,9/1,4/1,1/1,0.1,0.2,0.5,0.8,1250.0
1743945358.006995,9,9/1,4/1,19/20,0.1,0.2,0.5128205128205128,0.8128205128205128,1230.27
1743945385.9708257,10,9/1,4/1,19/20,0.1,0.2,0.5128205128205128,0.8128205128205128,1230.27
1743945413.8214784,11,9/1,4/1,19/20,0.1,0.2,0.5128205128205128,0.8128205128205128,1230.27
1743945441.5670185,12,9/1,4/1,19/20,0.1,0.2,0.5128205128205128,0.8128205128205128,1230.27
1743945469.9304907,13,9/1,4/1,19/20,0.1,0.2,0.5128205128205128,0.8128205128205128,1230.27
1743945498.2768576,14,9/1,4/1,19/20,0.1,0.2,0.5128205128205128,0.8128205128205128,1230.27
1743945533.7135112,15,9/1,4/1,2/5,0.1,0.2,0.7142857142857143,1.0142857142857142,985.9
1743945561.484294,16,9/1,4/1,2/5,0.1,0.2,0.7142857142857143,1.0142857142857142,985.9
1743945589.2443142,17,9/1,4/1,2/5,0.1,0.2,0.7142857142857143,1.0142857142857142,985.9
1743945618.3599148,18,9/1,4/1,2/5,0.1,0.2,0.7142857142857143,1.0142857142857142,985.9
1743945703.7658143,19,9/1,4/1,2/5,0.1,0.2,0.7142857142857143,1.0142857142857142,985.9
1743945732.135969,20,9/1,4/1,2/5,0.1,0.2,0.7142857142857143,1.0142857142857142,985.9
1743945759.6783404,21,9/1,4/1,11/10,0.1,0.2,0.47619047619047616,0.7761904761904762,1288.3
1743945787.4216547,22,9/1,15/4,6/5,0.1,0.21052631578947367,0.45454545454545453,0.7650717703349281,1307.06
1743945816.4633634,23,9/1,15/4,6/4,0.1,0.21052631578947367,0.4,0.7105263157894737,1407.4
1743945845.3261409,24,8/1,15/4,6/4,0.1111111111111111,0.21052631578947367,0.4,0.7216374269005847,1385.72
1743945872.9475634,25,8/1,15/4,6/5,0.1111111111111111,0.21052631578947367,0.45454545454545453,0.7761828814460393,1288.34
1743945900.717934,26,8/1,15/4,6/5,0.1111111111111111,0.21052631578947367,0.45454545454545453,0.7761828814460393,1288.34
1743945928.8829503,27,8/1,15/4,23/20,0.1111111111111111,0.21052631578947367,0.46511627906976744,0.7867537059703522,1271.04
1743945957.0297494,28,17/5,21/10,23/20,0.22727272727272727,0.3225806451612903,0.46511627906976744,1.014969651503785,985.24
1743945984.8152316,29,17/5,9/4,23/20,0.22727272727272727,0.3076923076923077,0.46511627906976744,1.0000813140348024,999.9
1743946013.598676,30,17/5,21/10,23/20,0.22727272727272727,0.3225806451612903,0.46511627906976744,1.014969651503785,985.24
1743946041.9713657,31,17/5,85/40,23/20,0.22727272727272727,0.32,0.46511627906976744,1.0123890063424947,987.75
1743946070.8224084,32,10/3,21/10,9/8,0.23076923076923078,0.3225806451612903,0.47058823529411764,1.0239381112246386,976.6
1743946098.954489,33,13/4,21/10,15/13,0.23529411764705882,0.3225806451612903,0.4642857142857143,1.0221604770940633,978.31
1743946126.7704642,34,16/5,21/10,15/13,0.23809523809523808,0.3225806451612903,0.4642857142857143,1.0249615975422426,975.63
1743946154.8752,35,16/5,21/10,15/13,0.23809523809523808,0.3225806451612903,0.4642857142857143,1.0249615975422426,975.63
1743946183.5705512,36,16/5,21/10,15/13,0.23809523809523808,0.3225806451612903,0.4642857142857143,1.0249615975422426,975.63
1743946211.5746076,37,16/5,9/4,13/11,0.23809523809523808,0.3076923076923077,0.4583333333333333,1.004120879120879,995.89
1743946313.2036445,38,16/5,9/4,5/4,0.23809523809523808,0.3076923076923077,0.4444444444444444,0.9902319902319903,1009.85
1743946341.3092892,39,16/5,12/5,7/2,0.23809523809523808,0.29411764705882354,0.2222222222222222,0.7544351073762838,1325.48
1743946369.625838,40,16/5,12/5,7/2,0.23809523809523808,0.29411764705882354,0.2222222222222222,0.7544351073762838,1325.48
1743946405.1774404,41,16/5,5/2,7/2,0.23809523809523808,0.2857142857142857,0.2222222222222222,0.7460317460317459,1340.42
1743946432.8284364,42,16/5,13/5,7/2,0.23809523809523808,0.2777777777777778,0.2222222222222222,0.738095238095238,1354.82
1743946460.9669948,43,16/5,13/5,7/2,0.23809523809523808,0.2777777777777778,0.2222222222222222,0.738095238095238,1354.82
1743946490.8154297,44,3/1,5/2,7/2,0.25,0.2857142857142857,0.2222222222222222,0.7579365079365079,1319.36
1743946518.3307636,45,3/1,5/2,7/2,0.25,0.2857142857142857,0.2222222222222222,0.7579365079365079,1319.36
1743946545.703233,46,30/29,5/2,7/2,0.4915254237288136,0.2857142857142857,0.2222222222222222,0.9994619316653215,1000.53
1743946572.8477654,47,30/29,49/20,17/5,0.4915254237288136,0.2898550724637681,0.22727272727272727,1.008653223465309,991.41
1743946601.4634368,48,30/29,27/11,10/3,0.4915254237288136,0.2894736842105263,0.23076923076923078,1.0117683387085707,988.37
1743946632.235738,49,30/29,19/4,10/1,0.4915254237288136,0.17391304347826086,0.09090909090909091,0.7563475581161654,1322.09
1743946660.405682,50,30/29,11/2,12/1,0.4915254237288136,0.15384615384615385,0.07692307692307693,0.7222946544980444,1384.49
1743946689.698522,51,20/21,6/1,13/1,0.5121951219512195,0.14285714285714285,0.07142857142857142,0.7264808362369337,1376.48
1743946717.6372368,52,20/21,6/1,13/1,0.5121951219512195,0.14285714285714285,0.07142857142857142,0.7264808362369337,1376.48
1743946745.398548,53,10/11,11/2,12/1,0.5238095238095238,0.15384615384615385,0.07692307692307693,0.7545787545787546,1325.22
1743946775.253852,54,5/6,5/1,11/1,0.5454545454545454,0.16666666666666666,0.08333333333333333,0.7954545454545454,1257.12
1743946802.7482505,55,5/6,5/1,11/1,0.5454545454545454,0.16666666666666666,0.08333333333333333,0.7954545454545454,1257.12
1743946831.0939932,56,3/10,11/2,11/1,0.7692307692307693,0.15384615384615385,0.08333333333333333,1.0064102564102564,993.6
1743946933.7505877,57,3/10,5/1,11/1,0.7692307692307693,0.16666666666666666,0.08333333333333333,1.0192307692307692,981.12
1743946961.4828434,58,3/10,5/1,11/1,0.7692307692307693,0.16666666666666666,0.08333333333333333,1.0192307692307692,981.12
1743946989.3187876,59,3/10,5/1,11/1,0.7692307692307693,0.16666666666666666,0.08333333333333333,1.0192307692307692,981.12
1743947018.2795944,60,3/10,5/1,11/1,0.7692307692307693,0.16666666666666666,0.08333333333333333,1.0192307692307692,981.12
1743947046.6569746,61,3/10,5/1,11/1,0.7692307692307693,0.16666666666666666,0.08333333333333333,1.0192307692307692,981.12
1743947074.878662,62,2/7,5/1,11/1,0.7777777777777778,0.16666666666666666,0.08333333333333333,1.0277777777777777,972.96
1743947104.1559994,63,2/7,5/1,11/1,0.7777777777777778,0.16666666666666666,0.08333333333333333,1.0277777777777777,972.96
1743947132.3575556,64,2/7,26/5,11/1,0.7777777777777778,0.16129032258064516,0.08333333333333333,1.0224014336917562,978.09
1743947160.1595936,65,2/7,26/5,11/1,0.7777777777777778,0.16129032258064516,0.08333333333333333,1.0224014336917562,978.09
1743947188.557505,66,27/100,11/2,12/1,0.7874015748031497,0.15384615384615385,0.07692307692307693,1.0181708055723804,982.15
1743947216.439029,67,27/100,11/2,12/1,0.7874015748031497,0.15384615384615385,0.07692307692307693,1.0181708055723804,982.15
1743947244.5596323,68,27/100,11/2,12/1,0.7874015748031497,0.15384615384615385,0.07692307692307693,1.0181708055723804,982.15
1743947272.728773,69,27/100,11/2,12/1,0.7874015748031497,0.15384615384615385,0.07692307692307693,1.0181708055723804,982.15
1743947300.8418405,70,27/100,11/2,12/1,0.7874015748031497,0.15384615384615385,0.07692307692307693,1.0181708055723804,982.15
1743947328.9844856,71,27/100,11/2,14/1,0.7874015748031497,0.15384615384615385,0.06666666666666667,1.0079143953159702,992.1
1743947358.6032932,72,27/100,11/2,14/1,0.7874015748031497,0.15384615384615385,0.06666666666666667,1.0079143953159702,992.1
1743947387.288199,73,1/4,11/2,14/1,0.8,0.15384615384615385,0.06666666666666667,1.0205128205128207,979.88
