timestamp,num,B3 - Toronto Blue Jays,B3 - New York Mets,SK - Toronto Blue Jays,SK - New York Mets,PP - Toronto Blue Jays,PP - New York Mets,WH - Toronto Blue Jays,WH - New York Mets,EE - Toronto Blue Jays,EE - New York Mets,FB - Toronto Blue Jays,FB - New York Mets,VC - Toronto Blue Jays,VC - New York Mets,LD - Toronto Blue Jays,LD - New York Mets,UN - Toronto Blue Jays,UN - New York Mets,SX - Toronto Blue Jays,SX - New York Mets,FR - Toronto Blue Jays,FR - New York Mets,KN - Toronto Blue Jays,KN - New York Mets,BY - Toronto Blue Jays,BY - New York Mets,OE - Toronto Blue Jays,OE - New York Mets,S6 - Toronto Blue Jays,S6 - New York Mets,PUP - Toronto Blue Jays,PUP - New York Mets,SI - Toronto Blue Jays,SI - New York Mets,LS - Toronto Blue Jays,LS - New York Mets,QN - Toronto Blue Jays,QN - New York Mets,WA - Toronto Blue Jays,WA - New York Mets,CE - Toronto Blue Jays,CE - New York Mets,N4 - Toronto Blue Jays,N4 - New York Mets,G5 - Toronto Blue Jays,G5 - New York Mets,VT - Toronto Blue Jays,VT - New York Mets,AKB - Toronto Blue Jays,AKB - New York Mets,BF - Toronto Blue Jays,BF - New York Mets,MA - Toronto Blue Jays,MA - New York Mets,B3 - Toronto Blue Jays (decimal),B3 - New York Mets (decimal),SK - Toronto Blue Jays (decimal),SK - New York Mets (decimal),PP - Toronto Blue Jays (decimal),PP - New York Mets (decimal),WH - Toronto Blue Jays (decimal),WH - New York Mets (decimal),EE - Toronto Blue Jays (decimal),EE - New York Mets (decimal),FB - Toronto Blue Jays (decimal),FB - New York Mets (decimal),VC - Toronto Blue Jays (decimal),VC - New York Mets (decimal),LD - Toronto Blue Jays (decimal),LD - New York Mets (decimal),UN - Toronto Blue Jays (decimal),UN - New York Mets (decimal),SX - Toronto Blue Jays (decimal),SX - New York Mets (decimal),FR - Toronto Blue Jays (decimal),FR - New York Mets (decimal),KN - Toronto Blue Jays (decimal),KN - New York Mets (decimal),BY - Toronto Blue Jays (decimal),BY - New York Mets (decimal),OE - Toronto Blue Jays (decimal),OE - New York Mets (decimal),S6 - Toronto Blue Jays (decimal),S6 - New York Mets (decimal),PUP - Toronto Blue Jays (decimal),PUP - New York Mets (decimal),SI - Toronto Blue Jays (decimal),SI - New York Mets (decimal),LS - Toronto Blue Jays (decimal),LS - New York Mets (decimal),QN - Toronto Blue Jays (decimal),QN - New York Mets (decimal),WA - Toronto Blue Jays (decimal),WA - New York Mets (decimal),CE - Toronto Blue Jays (decimal),CE - New York Mets (decimal),N4 - Toronto Blue Jays (decimal),N4 - New York Mets (decimal),G5 - Toronto Blue Jays (decimal),G5 - New York Mets (decimal),VT - Toronto Blue Jays (decimal),VT - New York Mets (decimal),AKB - Toronto Blue Jays (decimal),AKB - New York Mets (decimal),BF - Toronto Blue Jays (decimal),BF - New York Mets (decimal),MA - Toronto Blue Jays (decimal),MA - New York Mets (decimal),Toronto Blue Jays (best odds),Toronto Blue Jays (best providers),New York Mets (best odds),New York Mets (best providers),total_probability,minimum_return_1000_GBP
1743902645.6938431,10,2/15,19/4,,,1/9,5,1/8,9/2,1/8,41/10,1/8,5,,,1/7,9/2,1/10,27/5,1/7,4,2/13,9/2,2/15,4,1/6,4,1/8,17/4,2/11,7/2,2/11,7/2,1/7,4,1/8,22/5,2/13,4,1/8,5,1/7,9/2,1/7,4,,,,,2/11,7/2,2/13,7/2,2/13,13/8,0.8823529411764706,0.17391304347826086,,,0.9,5.0,0.8888888888888888,0.18181818181818182,0.8888888888888888,0.19607843137254902,0.8888888888888888,5.0,,,0.875,0.18181818181818182,0.9090909090909091,0.15625,0.875,4.0,0.8666666666666667,0.18181818181818182,0.8823529411764706,4.0,0.8571428571428571,4.0,0.8888888888888888,0.19047619047619047,0.8461538461538461,0.2222222222222222,0.8461538461538461,0.2222222222222222,0.875,4.0,0.8888888888888888,0.18518518518518517,0.8666666666666667,4.0,0.8888888888888888,5.0,0.875,0.18181818181818182,0.875,4.0,,,,,0.8461538461538461,0.2222222222222222,0.8666666666666667,0.2222222222222222,0.8666666666666667,0.38095238095238093,0.8461538461538461,S6-PUP-AKB,0.15625,UN,1.0024038461538463,997.6
1743902675.3346212,11,2/15,19/4,,,1/8,9/2,1/7,4,1/8,41/10,1/7,9/2,,,1/6,4,1/9,5,1/7,4,2/13,9/2,2/15,4,1/6,4,1/8,17/4,2/11,7/2,2/11,7/2,1/7,4,1/9,23/5,2/13,4,1/6,4,1/6,4,1/7,4,,,,,2/11,7/2,1/6,441/100,1/7,401/100,0.8823529411764706,0.17391304347826086,,,0.8888888888888888,0.18181818181818182,0.875,4.0,0.8888888888888888,0.19607843137254902,0.875,0.18181818181818182,,,0.8571428571428571,4.0,0.9,5.0,0.875,4.0,0.8666666666666667,0.18181818181818182,0.8823529411764706,4.0,0.8571428571428571,4.0,0.8888888888888888,0.19047619047619047,0.8461538461538461,0.2222222222222222,0.8461538461538461,0.2222222222222222,0.875,4.0,0.9,0.17857142857142858,0.8666666666666667,4.0,0.8571428571428571,4.0,0.8571428571428571,4.0,0.875,4.0,,,,,0.8461538461538461,0.2222222222222222,0.8571428571428571,0.18484288354898337,0.875,0.1996007984031936,0.8461538461538461,S6-PUP-AKB,0.17391304347826086,B3,1.020066889632107,980.32
1743902704.1999643,12,2/15,19/4,,,1/8,9/2,1/7,4,1/8,41/10,1/7,9/2,,,1/6,4,1/9,5,1/7,4,2/13,9/2,2/15,4,1/6,4,1/8,17/4,2/11,7/2,2/11,7/2,1/7,4,1/9,23/5,2/13,4,1/6,4,1/6,4,1/7,4,,,,,2/11,7/2,1/6,441/100,1/7,401/100,0.8823529411764706,0.17391304347826086,,,0.8888888888888888,0.18181818181818182,0.875,4.0,0.8888888888888888,0.19607843137254902,0.875,0.18181818181818182,,,0.8571428571428571,4.0,0.9,5.0,0.875,4.0,0.8666666666666667,0.18181818181818182,0.8823529411764706,4.0,0.8571428571428571,4.0,0.8888888888888888,0.19047619047619047,0.8461538461538461,0.2222222222222222,0.8461538461538461,0.2222222222222222,0.875,4.0,0.9,0.17857142857142858,0.8666666666666667,4.0,0.8571428571428571,4.0,0.8571428571428571,4.0,0.875,4.0,,,,,0.8461538461538461,0.2222222222222222,0.8571428571428571,0.18484288354898337,0.875,0.1996007984031936,0.8461538461538461,S6-PUP-AKB,0.17391304347826086,B3,1.020066889632107,980.32
1743902733.8006134,13,1/6,4,,,1/8,9/2,1/7,4,1/8,41/10,1/7,9/2,,,1/6,4,1/9,5,1/7,4,2/13,9/2,2/15,4,1/6,4,2/13,15/4,2/11,7/2,2/11,7/2,1/7,4,1/9,23/5,2/13,4,1/6,4,1/6,4,1/7,4,,,,,2/11,7/2,2/15,421/100,1/7,401/100,0.8571428571428571,4.0,,,0.8888888888888888,0.18181818181818182,0.875,4.0,0.8888888888888888,0.19607843137254902,0.875,0.18181818181818182,,,0.8571428571428571,4.0,0.9,5.0,0.875,4.0,0.8666666666666667,0.18181818181818182,0.8823529411764706,4.0,0.8571428571428571,4.0,0.8666666666666667,0.21052631578947367,0.8461538461538461,0.2222222222222222,0.8461538461538461,0.2222222222222222,0.875,4.0,0.9,0.17857142857142858,0.8666666666666667,4.0,0.8571428571428571,4.0,0.8571428571428571,4.0,0.875,4.0,,,,,0.8461538461538461,0.2222222222222222,0.8823529411764706,0.19193857965451055,0.875,0.1996007984031936,0.8461538461538461,S6-PUP-AKB,0.17857142857142858,LS,1.0247252747252746,975.86
1743902762.713422,14,1/6,4,,,1/8,9/2,1/7,4,1/8,41/10,1/7,9/2,,,1/6,4,1/9,5,1/7,4,2/13,9/2,2/15,4,1/6,4,2/13,15/4,2/11,7/2,2/11,7/2,1/7,4,1/9,23/5,2/13,4,1/6,4,1/6,4,1/7,4,,,,,2/11,7/2,2/15,421/100,1/7,401/100,0.8571428571428571,4.0,,,0.8888888888888888,0.18181818181818182,0.875,4.0,0.8888888888888888,0.19607843137254902,0.875,0.18181818181818182,,,0.8571428571428571,4.0,0.9,5.0,0.875,4.0,0.8666666666666667,0.18181818181818182,0.8823529411764706,4.0,0.8571428571428571,4.0,0.8666666666666667,0.21052631578947367,0.8461538461538461,0.2222222222222222,0.8461538461538461,0.2222222222222222,0.875,4.0,0.9,0.17857142857142858,0.8666666666666667,4.0,0.8571428571428571,4.0,0.8571428571428571,4.0,0.875,4.0,,,,,0.8461538461538461,0.2222222222222222,0.8823529411764706,0.19193857965451055,0.875,0.1996007984031936,0.8461538461538461,S6-PUP-AKB,0.17857142857142858,LS,1.0247252747252746,975.86
1743902794.412932,15,1/6,4,,,1/9,5,1/7,4,1/8,41/10,1/8,5,,,2/13,4,1/9,5,1/7,4,2/13,9/2,2/15,23/5,1/6,5,2/13,15/4,1/6,4,1/7,9/2,1/7,4,1/10,5,1/8,4,1/6,4,1/6,4,1/8,9/2,,,,,2/11,7/2,1/100,421/100,2/13,401/100,0.8571428571428571,4.0,,,0.9,5.0,0.875,4.0,0.8888888888888888,0.19607843137254902,0.8888888888888888,5.0,,,0.8666666666666667,4.0,0.9,5.0,0.875,4.0,0.8666666666666667,0.18181818181818182,0.8823529411764706,0.17857142857142858,0.8571428571428571,5.0,0.8666666666666667,0.21052631578947367,0.8571428571428571,4.0,0.875,0.18181818181818182,0.875,4.0,0.9090909090909091,5.0,0.8888888888888888,4.0,0.8571428571428571,4.0,0.8571428571428571,4.0,0.8888888888888888,0.18181818181818182,,,,,0.8461538461538461,0.2222222222222222,0.9900990099009901,0.19193857965451055,0.8666666666666667,0.1996007984031936,0.8461538461538461,AKB,0.17857142857142858,KN,1.0247252747252746,975.86
1743902824.8287568,16,2/15,19/4,,,1/9,5,1/7,4,1/9,9/2,1/8,5,,,2/13,4,1/10,11/2,1/8,9/2,2/15,5,1/10,23/5,1/7,9/2,2/13,15/4,1/6,4,1/7,9/2,1/8,9/2,1/10,5,1/7,9/2,1/8,4,1/6,4,1/8,9/2,,,,,2/11,7/2,1/6,401/100,1/8,1/6,0.8823529411764706,0.17391304347826086,,,0.9,5.0,0.875,4.0,0.9,0.18181818181818182,0.8888888888888888,5.0,,,0.8666666666666667,4.0,0.9090909090909091,0.15384615384615385,0.8888888888888888,0.18181818181818182,0.8823529411764706,5.0,0.9090909090909091,0.17857142857142858,0.875,0.18181818181818182,0.8666666666666667,0.21052631578947367,0.8571428571428571,4.0,0.875,0.18181818181818182,0.8888888888888888,0.18181818181818182,0.9090909090909091,5.0,0.875,0.18181818181818182,0.8888888888888888,4.0,0.8571428571428571,4.0,0.8888888888888888,0.18181818181818182,,,,,0.8461538461538461,0.2222222222222222,0.8571428571428571,0.1996007984031936,0.8888888888888888,0.8571428571428571,0.8461538461538461,AKB,0.15384615384615385,UN,1.0,1000.0
1743902854.4804282,17,2/15,19/4,,,1/8,9/2,1/7,3,1/9,9/2,1/8,5,,,1/4,4,1/10,11/2,1/8,9/2,2/15,5,1/6,18/5,1/5,3,2/13,15/4,1/6,4,1/4,11/4,1/9,5,1/6,5,2/13,4,1/8,4,1/6,10/3,1/8,9/2,,,,,2/11,7/2,1/6,401/100,1/8,1/6,0.8823529411764706,0.17391304347826086,,,0.8888888888888888,0.18181818181818182,0.875,3.0,0.9,0.18181818181818182,0.8888888888888888,5.0,,,0.8,4.0,0.9090909090909091,0.15384615384615385,0.8888888888888888,0.18181818181818182,0.8823529411764706,5.0,0.8571428571428571,0.21739130434782608,0.8333333333333334,3.0,0.8666666666666667,0.21052631578947367,0.8571428571428571,4.0,0.8,0.26666666666666666,0.9,5.0,0.8571428571428571,5.0,0.8666666666666667,4.0,0.8888888888888888,4.0,0.8571428571428571,0.23076923076923078,0.8888888888888888,0.18181818181818182,,,,,0.8461538461538461,0.2222222222222222,0.8571428571428571,0.1996007984031936,0.8888888888888888,0.8571428571428571,0.8,LD-PUP,0.15384615384615385,UN,0.9538461538461539,1048.38
1743902883.952406,18,2/15,19/4,,,1/8,9/2,1/7,3,1/9,9/2,1/8,5,,,1/4,4,1/10,11/2,1/8,9/2,2/15,5,1/6,18/5,1/5,3,2/13,15/4,1/6,4,1/4,11/4,1/9,5,1/6,5,2/13,4,1/8,4,1/6,10/3,1/8,9/2,,,,,2/11,7/2,1/6,401/100,1/8,1/6,0.8823529411764706,0.17391304347826086,,,0.8888888888888888,0.18181818181818182,0.875,3.0,0.9,0.18181818181818182,0.8888888888888888,5.0,,,0.8,4.0,0.9090909090909091,0.15384615384615385,0.8888888888888888,0.18181818181818182,0.8823529411764706,5.0,0.8571428571428571,0.21739130434782608,0.8333333333333334,3.0,0.8666666666666667,0.21052631578947367,0.8571428571428571,4.0,0.8,0.26666666666666666,0.9,5.0,0.8571428571428571,5.0,0.8666666666666667,4.0,0.8888888888888888,4.0,0.8571428571428571,0.23076923076923078,0.8888888888888888,0.18181818181818182,,,,,0.8461538461538461,0.2222222222222222,0.8571428571428571,0.1996007984031936,0.8888888888888888,0.8571428571428571,0.8,LD-PUP,0.15384615384615385,UN,0.9538461538461539,1048.38
1743902913.346948,19,2/15,13/5,,,2/9,3,1/7,4,1/4,5/2,1/6,4,,,2/13,29/10,2/9,16/5,2/7,5/2,2/7,13/5,1/10,23/5,3/10,11/4,1/4,15/4,3/10,5/2,1/3,9/4,2/9,11/4,6/25,14/5,2/9,18/5,1/4,5,1/5,13/5,1/6,15/4,,,,,3/10,5/2,2/9,19/10,1/6,11/4,0.8823529411764706,0.2777777777777778,,,0.8181818181818182,3.0,0.875,4.0,0.8,0.2857142857142857,0.8571428571428571,4.0,,,0.8666666666666667,0.2564102564102564,0.8181818181818182,0.23809523809523808,0.7777777777777778,0.2857142857142857,0.7777777777777778,0.2777777777777778,0.9090909090909091,0.17857142857142858,0.7692307692307693,0.26666666666666666,0.8,0.21052631578947367,0.7692307692307693,0.2857142857142857,0.75,0.3076923076923077,0.8181818181818182,0.26666666666666666,0.8064516129032258,0.2631578947368421,0.8181818181818182,0.21739130434782608,0.8,5.0,0.8333333333333334,0.2777777777777778,0.8571428571428571,0.21052631578947367,,,,,0.7692307692307693,0.2857142857142857,0.8181818181818182,0.3448275862068966,0.8571428571428571,0.26666666666666666,0.75,PUP,0.17857142857142858,KN,0.9285714285714286,1076.92
1743902944.485525,20,2/15,13/5,,,2/9,3,1/7,4,1/4,5/2,1/6,4,,,2/13,29/10,2/9,16/5,2/7,5/2,2/7,13/5,1/10,23/5,3/10,11/4,1/4,15/4,3/10,5/2,1/3,9/4,2/9,11/4,6/25,14/5,2/9,18/5,1/4,5,1/5,13/5,1/6,15/4,,,,,3/10,5/2,2/9,19/10,1/6,11/4,0.8823529411764706,0.2777777777777778,,,0.8181818181818182,3.0,0.875,4.0,0.8,0.2857142857142857,0.8571428571428571,4.0,,,0.8666666666666667,0.2564102564102564,0.8181818181818182,0.23809523809523808,0.7777777777777778,0.2857142857142857,0.7777777777777778,0.2777777777777778,0.9090909090909091,0.17857142857142858,0.7692307692307693,0.26666666666666666,0.8,0.21052631578947367,0.7692307692307693,0.2857142857142857,0.75,0.3076923076923077,0.8181818181818182,0.26666666666666666,0.8064516129032258,0.2631578947368421,0.8181818181818182,0.21739130434782608,0.8,5.0,0.8333333333333334,0.2777777777777778,0.8571428571428571,0.21052631578947367,,,,,0.7692307692307693,0.2857142857142857,0.8181818181818182,0.3448275862068966,0.8571428571428571,0.26666666666666666,0.75,PUP,0.17857142857142858,KN,0.9285714285714286,1076.92
1743902976.8712244,21,2/7,13/5,,,1/5,16/5,1/7,4,2/7,9/4,1/6,14/5,,,2/13,4,6/25,3,2/9,3,2/7,13/5,1/6,18/5,1/5,5/2,1/4,51/20,3/10,5/2,1/3,9/4,1/4,4,6/25,14/5,2/13,18/5,1/6,4,2/13,4,2/7,12/5,,,,,3/10,5/2,2/13,7/2,1/6,7/2,0.7777777777777778,0.2777777777777778,,,0.8333333333333334,0.23809523809523808,0.875,4.0,0.7777777777777778,0.3076923076923077,0.8571428571428571,0.2631578947368421,,,0.8666666666666667,4.0,0.8064516129032258,3.0,0.8181818181818182,3.0,0.7777777777777778,0.2777777777777778,0.8571428571428571,0.21739130434782608,0.8333333333333334,0.2857142857142857,0.8,0.28169014084507044,0.7692307692307693,0.2857142857142857,0.75,0.3076923076923077,0.8,4.0,0.8064516129032258,0.2631578947368421,0.8666666666666667,0.21739130434782608,0.8571428571428571,4.0,0.8666666666666667,4.0,0.7777777777777778,0.29411764705882354,,,,,0.7692307692307693,0.2857142857142857,0.8666666666666667,0.2222222222222222,0.8571428571428571,0.2222222222222222,0.75,PUP,0.21739130434782608,KN-QN,0.967391304347826,1033.71
1743903006.275845,22,2/7,13/5,,,1/8,9/2,1/7,4,2/7,9/4,1/6,14/5,,,1/6,4,6/25,3,2/9,3,2/7,13/5,1/10,23/5,1/7,9/2,1/4,51/20,3/10,5/2,1/3,9/4,1/4,4,6/25,14/5,1/5,16/5,2/11,15/4,2/7,13/5,1/4,13/5,,,,,3/10,5/2,2/13,7/2,1/6,5/2,0.7777777777777778,0.2777777777777778,,,0.8888888888888888,0.18181818181818182,0.875,4.0,0.7777777777777778,0.3076923076923077,0.8571428571428571,0.2631578947368421,,,0.8571428571428571,4.0,0.8064516129032258,3.0,0.8181818181818182,3.0,0.7777777777777778,0.2777777777777778,0.9090909090909091,0.17857142857142858,0.875,0.18181818181818182,0.8,0.28169014084507044,0.7692307692307693,0.2857142857142857,0.75,0.3076923076923077,0.8,4.0,0.8064516129032258,0.2631578947368421,0.8333333333333334,0.23809523809523808,0.8461538461538461,0.21052631578947367,0.7777777777777778,0.2777777777777778,0.8,0.2777777777777778,,,,,0.7692307692307693,0.2857142857142857,0.8666666666666667,0.2222222222222222,0.8571428571428571,0.2857142857142857,0.75,PUP,0.17857142857142858,KN,0.9285714285714286,1076.92
1743903036.0377748,23,2/7,13/5,,,1/8,9/2,1/7,4,2/7,9/4,1/6,14/5,,,1/6,4,6/25,3,2/9,3,2/7,13/5,1/10,23/5,1/7,9/2,1/4,51/20,3/10,5/2,1/3,9/4,1/4,4,6/25,14/5,1/5,16/5,2/11,15/4,2/7,13/5,1/4,13/5,,,,,3/10,5/2,2/13,7/2,1/6,5/2,0.7777777777777778,0.2777777777777778,,,0.8888888888888888,0.18181818181818182,0.875,4.0,0.7777777777777778,0.3076923076923077,0.8571428571428571,0.2631578947368421,,,0.8571428571428571,4.0,0.8064516129032258,3.0,0.8181818181818182,3.0,0.7777777777777778,0.2777777777777778,0.9090909090909091,0.17857142857142858,0.875,0.18181818181818182,0.8,0.28169014084507044,0.7692307692307693,0.2857142857142857,0.75,0.3076923076923077,0.8,4.0,0.8064516129032258,0.2631578947368421,0.8333333333333334,0.23809523809523808,0.8461538461538461,0.21052631578947367,0.7777777777777778,0.2777777777777778,0.8,0.2777777777777778,,,,,0.7692307692307693,0.2857142857142857,0.8666666666666667,0.2222222222222222,0.8571428571428571,0.2857142857142857,0.75,PUP,0.17857142857142858,KN,0.9285714285714286,1076.92
1743903066.9402242,24,2/7,13/5,,,1/8,9/2,2/13,15/4,1/11,51/10,1/5,10/3,,,1/4,14/5,8/25,12/5,2/9,3,1/9,23/4,3/10,9/4,1/14,13/2,2/11,16/5,3/10,5/2,1/3,9/4,2/9,3,6/25,14/5,1/10,5,1/8,5,2/7,13/5,1/10,5,,,,,3/10,5/2,2/13,7/2,1/6,451/100,0.7777777777777778,0.2777777777777778,,,0.8888888888888888,0.18181818181818182,0.8666666666666667,0.21052631578947367,0.9166666666666666,0.16393442622950818,0.8333333333333334,0.23076923076923078,,,0.8,0.2631578947368421,0.7575757575757576,0.29411764705882354,0.8181818181818182,3.0,0.9,0.14814814814814814,0.7692307692307693,0.3076923076923077,0.9333333333333333,0.13333333333333333,0.8461538461538461,0.23809523809523808,0.7692307692307693,0.2857142857142857,0.75,0.3076923076923077,0.8181818181818182,3.0,0.8064516129032258,0.2631578947368421,0.9090909090909091,5.0,0.8888888888888888,5.0,0.7777777777777778,0.2777777777777778,0.9090909090909091,5.0,,,,,0.7692307692307693,0.2857142857142857,0.8666666666666667,0.2222222222222222,0.8571428571428571,0.18148820326678766,0.75,PUP,0.13333333333333333,BY,0.8833333333333333,1132.05
1743903102.896793,25,2/7,13/5,,,1/8,9/2,2/13,15/4,1/10,19/4,1/5,10/3,,,1/9,5,8/25,12/5,1/9,5,2/15,5,3/10,9/4,1/14,13/2,2/11,16/5,3/10,5/2,1/3,9/4,1/10,11/2,6/25,14/5,1/10,5,1/8,5,1/9,5,1/9,5,,,,,3/10,5/2,2/13,7/2,1/6,451/100,0.7777777777777778,0.2777777777777778,,,0.8888888888888888,0.18181818181818182,0.8666666666666667,0.21052631578947367,0.9090909090909091,0.17391304347826086,0.8333333333333334,0.23076923076923078,,,0.9,5.0,0.7575757575757576,0.29411764705882354,0.9,5.0,0.8823529411764706,5.0,0.7692307692307693,0.3076923076923077,0.9333333333333333,0.13333333333333333,0.8461538461538461,0.23809523809523808,0.7692307692307693,0.2857142857142857,0.75,0.3076923076923077,0.9090909090909091,0.15384615384615385,0.8064516129032258,0.2631578947368421,0.9090909090909091,5.0,0.8888888888888888,5.0,0.9,5.0,0.9,5.0,,,,,0.7692307692307693,0.2857142857142857,0.8666666666666667,0.2222222222222222,0.8571428571428571,0.18148820326678766,0.75,PUP,0.13333333333333333,BY,0.8833333333333333,1132.05
1743903132.6687837,26,2/7,13/5,,,1/9,5,2/13,15/4,1/10,19/4,1/8,5,,,1/9,5,8/25,12/5,1/9,5,2/15,5,3/10,9/4,1/14,6,2/11,16/5,3/10,5/2,1/3,9/4,1/10,11/2,6/25,14/5,1/10,5,1/8,5,1/9,5,1/9,5,,,,,3/10,5/2,1/8,49/10,1/6,451/100,0.7777777777777778,0.2777777777777778,,,0.9,5.0,0.8666666666666667,0.21052631578947367,0.9090909090909091,0.17391304347826086,0.8888888888888888,5.0,,,0.9,5.0,0.7575757575757576,0.29411764705882354,0.9,5.0,0.8823529411764706,5.0,0.7692307692307693,0.3076923076923077,0.9333333333333333,6.0,0.8461538461538461,0.23809523809523808,0.7692307692307693,0.2857142857142857,0.75,0.3076923076923077,0.9090909090909091,0.15384615384615385,0.8064516129032258,0.2631578947368421,0.9090909090909091,5.0,0.8888888888888888,5.0,0.9,5.0,0.9,5.0,,,,,0.7692307692307693,0.2857142857142857,0.8888888888888888,0.1694915254237288,0.8571428571428571,0.18148820326678766,0.75,PUP,0.15384615384615385,SI,0.9038461538461539,1106.37
1743903161.590814,27,2/7,13/5,,,1/9,5,2/13,15/4,1/10,19/4,1/8,5,,,1/9,5,8/25,12/5,1/9,5,2/15,5,3/10,9/4,1/14,6,2/11,16/5,3/10,5/2,1/3,9/4,1/10,11/2,6/25,14/5,1/10,5,1/8,5,1/9,5,1/9,5,,,,,3/10,5/2,1/8,49/10,1/6,451/100,0.7777777777777778,0.2777777777777778,,,0.9,5.0,0.8666666666666667,0.21052631578947367,0.9090909090909091,0.17391304347826086,0.8888888888888888,5.0,,,0.9,5.0,0.7575757575757576,0.29411764705882354,0.9,5.0,0.8823529411764706,5.0,0.7692307692307693,0.3076923076923077,0.9333333333333333,6.0,0.8461538461538461,0.23809523809523808,0.7692307692307693,0.2857142857142857,0.75,0.3076923076923077,0.9090909090909091,0.15384615384615385,0.8064516129032258,0.2631578947368421,0.9090909090909091,5.0,0.8888888888888888,5.0,0.9,5.0,0.9,5.0,,,,,0.7692307692307693,0.2857142857142857,0.8888888888888888,0.1694915254237288,0.8571428571428571,0.18148820326678766,0.75,PUP,0.15384615384615385,SI,0.9038461538461539,1106.37
1743903279.9673157,28,2/7,13/5,,,1/8,9/2,1/6,7/2,1/8,41/10,1/7,9/2,,,1/8,19/4,1/10,11/2,1/8,9/2,2/15,5,1/10,24/5,1/8,5,1/10,19/4,3/10,5/2,2/13,4,1/8,9/2,1/9,23/5,1/8,9/2,1/8,5,1/8,19/4,1/8,9/2,,,,,3/10,5/2,2/15,421/100,1/8,451/100,0.7777777777777778,0.2777777777777778,,,0.8888888888888888,0.18181818181818182,0.8571428571428571,0.2222222222222222,0.8888888888888888,0.19607843137254902,0.875,0.18181818181818182,,,0.8888888888888888,0.17391304347826086,0.9090909090909091,0.15384615384615385,0.8888888888888888,0.18181818181818182,0.8823529411764706,5.0,0.9090909090909091,0.1724137931034483,0.8888888888888888,5.0,0.9090909090909091,0.17391304347826086,0.7692307692307693,0.2857142857142857,0.8666666666666667,4.0,0.8888888888888888,0.18181818181818182,0.9,0.17857142857142858,0.8888888888888888,0.18181818181818182,0.8888888888888888,5.0,0.8888888888888888,0.17391304347826086,0.8888888888888888,0.18181818181818182,,,,,0.7692307692307693,0.2857142857142857,0.8823529411764706,0.19193857965451055,0.8888888888888888,0.18148820326678766,0.7692307692307693,S6-AKB,0.15384615384615385,UN,0.9230769230769231,1083.33
1743903340.1584053,29,1/7,9/2,,,1/8,9/2,1/6,7/2,1/8,41/10,1/7,9/2,,,1/8,19/4,1/10,11/2,1/8,9/2,2/15,5,1/10,24/5,1/8,5,1/10,19/4,2/13,4,2/13,4,1/8,9/2,1/9,23/5,1/7,9/2,1/7,9/2,1/8,19/4,1/8,9/2,,,,,2/13,4,1/8,421/100,1/8,451/100,0.875,0.18181818181818182,,,0.8888888888888888,0.18181818181818182,0.8571428571428571,0.2222222222222222,0.8888888888888888,0.19607843137254902,0.875,0.18181818181818182,,,0.8888888888888888,0.17391304347826086,0.9090909090909091,0.15384615384615385,0.8888888888888888,0.18181818181818182,0.8823529411764706,5.0,0.9090909090909091,0.1724137931034483,0.8888888888888888,5.0,0.9090909090909091,0.17391304347826086,0.8666666666666667,4.0,0.8666666666666667,4.0,0.8888888888888888,0.18181818181818182,0.9,0.17857142857142858,0.875,0.18181818181818182,0.875,0.18181818181818182,0.8888888888888888,0.17391304347826086,0.8888888888888888,0.18181818181818182,,,,,0.8666666666666667,4.0,0.8888888888888888,0.19193857965451055,0.8888888888888888,0.18148820326678766,0.8571428571428571,WH,0.15384615384615385,UN,1.010989010989011,989.1
1743903397.616281,30,1/7,9/2,,,1/7,4,1/5,10/3,1/8,41/10,1/6,4,,,1/8,19/4,1/9,5,1/8,9/2,2/13,9/2,1/9,22/5,1/7,9/2,1/8,17/4,2/13,4,2/13,4,1/8,9/2,1/8,9/2,1/7,17/4,1/7,9/2,1/8,19/4,1/7,4,,,,,2/13,4,2/13,7/2,1/8,7/2,0.875,0.18181818181818182,,,0.875,4.0,0.8333333333333334,0.23076923076923078,0.8888888888888888,0.19607843137254902,0.8571428571428571,4.0,,,0.8888888888888888,0.17391304347826086,0.9,5.0,0.8888888888888888,0.18181818181818182,0.8666666666666667,0.18181818181818182,0.9,0.18518518518518517,0.875,0.18181818181818182,0.8888888888888888,0.19047619047619047,0.8666666666666667,4.0,0.8666666666666667,4.0,0.8888888888888888,0.18181818181818182,0.8888888888888888,0.18181818181818182,0.875,0.19047619047619047,0.875,0.18181818181818182,0.8888888888888888,0.17391304347826086,0.875,4.0,,,,,0.8666666666666667,4.0,0.8666666666666667,0.2222222222222222,0.8888888888888888,0.2222222222222222,0.8333333333333334,WH,0.17391304347826086,LD-CE,1.0072463768115942,992.79
