timestamp,num,B3 - Colorado Rockies,B3 - Oakland Athletics,SK - Colorado Rockies,SK - Oakland Athletics,PP - Colorado Rockies,PP - Oakland Athletics,WH - Colorado Rockies,WH - Oakland Athletics,EE - Colorado Rockies,EE - Oakland Athletics,FB - Colorado Rockies,FB - Oakland Athletics,VC - Colorado Rockies,VC - Oakland Athletics,LD - Colorado Rockies,LD - Oakland Athletics,UN - Colorado Rockies,UN - Oakland Athletics,SX - Colorado Rockies,SX - Oakland Athletics,FR - Colorado Rockies,FR - Oakland Athletics,KN - Colorado Rockies,KN - Oakland Athletics,BY - Colorado Rockies,BY - Oakland Athletics,OE - Colorado Rockies,OE - Oakland Athletics,S6 - Colorado Rockies,S6 - Oakland Athletics,PUP - Colorado Rockies,PUP - Oakland Athletics,SI - Colorado Rockies,SI - Oakland Athletics,LS - Colorado Rockies,LS - Oakland Athletics,QN - Colorado Rockies,QN - Oakland Athletics,WA - Colorado Rockies,WA - Oakland Athletics,CE - Colorado Rockies,CE - Oakland Athletics,N4 - Colorado Rockies,N4 - Oakland Athletics,G5 - Colorado Rockies,G5 - Oakland Athletics,VT - Colorado Rockies,VT - Oakland Athletics,AKB - Colorado Rockies,AKB - Oakland Athletics,BF - Colorado Rockies,BF - Oakland Athletics,MA - Colorado Rockies,MA - Oakland Athletics,B3 - Colorado Rockies (decimal),B3 - Oakland Athletics (decimal),SK - Colorado Rockies (decimal),SK - Oakland Athletics (decimal),PP - Colorado Rockies (decimal),PP - Oakland Athletics (decimal),WH - Colorado Rockies (decimal),WH - Oakland Athletics (decimal),EE - Colorado Rockies (decimal),EE - Oakland Athletics (decimal),FB - Colorado Rockies (decimal),FB - Oakland Athletics (decimal),VC - Colorado Rockies (decimal),VC - Oakland Athletics (decimal),LD - Colorado Rockies (decimal),LD - Oakland Athletics (decimal),UN - Colorado Rockies (decimal),UN - Oakland Athletics (decimal),SX - Colorado Rockies (decimal),SX - Oakland Athletics (decimal),FR - Colorado Rockies (decimal),FR - Oakland Athletics (decimal),KN - Colorado Rockies (decimal),KN - Oakland Athletics (decimal),BY - Colorado Rockies (decimal),BY - Oakland Athletics (decimal),OE - Colorado Rockies (decimal),OE - Oakland Athletics (decimal),S6 - Colorado Rockies (decimal),S6 - Oakland Athletics (decimal),PUP - Colorado Rockies (decimal),PUP - Oakland Athletics (decimal),SI - Colorado Rockies (decimal),SI - Oakland Athletics (decimal),LS - Colorado Rockies (decimal),LS - Oakland Athletics (decimal),QN - Colorado Rockies (decimal),QN - Oakland Athletics (decimal),WA - Colorado Rockies (decimal),WA - Oakland Athletics (decimal),CE - Colorado Rockies (decimal),CE - Oakland Athletics (decimal),N4 - Colorado Rockies (decimal),N4 - Oakland Athletics (decimal),G5 - Colorado Rockies (decimal),G5 - Oakland Athletics (decimal),VT - Colorado Rockies (decimal),VT - Oakland Athletics (decimal),AKB - Colorado Rockies (decimal),AKB - Oakland Athletics (decimal),BF - Colorado Rockies (decimal),BF - Oakland Athletics (decimal),MA - Colorado Rockies (decimal),MA - Oakland Athletics (decimal),Colorado Rockies (best odds),Colorado Rockies (best providers),Oakland Athletics (best odds),Oakland Athletics (best providers),total_probability,minimum_return_1000_GBP
1743902514.423926,0,2/9,16/5,,,1/4,27/10,2/7,5/2,1/4,5/2,2/7,5/2,,,2/7,5/2,2/9,3,1/4,11/4,2/7,14/5,2/9,14/5,1/5,10/3,2/9,14/5,3/10,5/2,2/9,3,1/4,11/4,27/100,5/2,4/15,5/2,1/4,11/4,2/9,3,1/4,13/5,,,,,3/10,5/2,1/5,14/5,1/6,14/5,0.8181818181818182,0.23809523809523808,,,0.8,0.2702702702702703,0.7777777777777778,0.2857142857142857,0.8,0.2857142857142857,0.7777777777777778,0.2857142857142857,,,0.7777777777777778,0.2857142857142857,0.8181818181818182,3.0,0.8,0.26666666666666666,0.7777777777777778,0.2631578947368421,0.8181818181818182,0.2631578947368421,0.8333333333333334,0.23076923076923078,0.8181818181818182,0.2631578947368421,0.7692307692307693,0.2857142857142857,0.8181818181818182,3.0,0.8,0.26666666666666666,0.7874015748031497,0.2857142857142857,0.7894736842105263,0.2857142857142857,0.8,0.26666666666666666,0.8181818181818182,3.0,0.8,0.2777777777777778,,,,,0.7692307692307693,0.2857142857142857,0.8333333333333334,0.2631578947368421,0.8571428571428571,0.2631578947368421,0.7692307692307693,S6-AKB,0.23076923076923078,BY,1.0,1000.0
1743902548.6307125,1,2/9,16/5,,,3/10,23/10,2/7,5/2,2/7,9/4,1/3,9/4,,,1/3,11/5,3/10,5/2,1/3,11/5,1/3,12/5,2/9,14/5,1/4,11/4,2/9,14/5,3/10,5/2,1/4,11/4,1/3,11/5,33/100,11/5,3/10,9/4,10/33,12/5,1/3,11/5,3/10,9/4,,,,,3/10,5/2,1/5,14/5,1/6,9/4,0.8181818181818182,0.23809523809523808,,,0.7692307692307693,0.30303030303030304,0.7777777777777778,0.2857142857142857,0.7777777777777778,0.3076923076923077,0.75,0.3076923076923077,,,0.75,0.3125,0.7692307692307693,0.2857142857142857,0.75,0.3125,0.75,0.29411764705882354,0.8181818181818182,0.2631578947368421,0.8,0.26666666666666666,0.8181818181818182,0.2631578947368421,0.7692307692307693,0.2857142857142857,0.8,0.26666666666666666,0.75,0.3125,0.7518796992481203,0.3125,0.7692307692307693,0.3076923076923077,0.7674418604651163,0.29411764705882354,0.75,0.3125,0.7692307692307693,0.3076923076923077,,,,,0.7692307692307693,0.2857142857142857,0.8333333333333334,0.2631578947368421,0.8571428571428571,0.3076923076923077,0.75,FB-LD-SX-FR-SI-CE,0.23809523809523808,B3,0.9880952380952381,1012.03
1743902579.801107,2,5/16,47/20,,,2/11,7/2,2/7,5/2,1/3,2,1/5,10/3,,,1/3,11/5,3/10,5/2,4/11,2,4/11,11/5,2/9,14/5,2/7,5/2,2/9,14/5,3/10,5/2,2/11,7/2,1/3,11/5,1/6,18/5,2/13,18/5,10/33,12/5,3/10,12/5,1/3,21/10,,,,,3/10,5/2,1/5,14/5,1/6,19/10,0.7619047619047619,0.29850746268656714,,,0.8461538461538461,0.2222222222222222,0.7777777777777778,0.2857142857142857,0.75,2.0,0.8333333333333334,0.23076923076923078,,,0.75,0.3125,0.7692307692307693,0.2857142857142857,0.7333333333333333,2.0,0.7333333333333333,0.3125,0.8181818181818182,0.2631578947368421,0.7777777777777778,0.2857142857142857,0.8181818181818182,0.2631578947368421,0.7692307692307693,0.2857142857142857,0.8461538461538461,0.2222222222222222,0.75,0.3125,0.8571428571428571,0.21739130434782608,0.8666666666666667,0.21739130434782608,0.7674418604651163,0.29411764705882354,0.7692307692307693,0.29411764705882354,0.75,0.3225806451612903,,,,,0.7692307692307693,0.2857142857142857,0.8333333333333334,0.2631578947368421,0.8571428571428571,0.3448275862068966,0.7333333333333333,SX-FR,0.21739130434782608,LS-QN,0.9507246376811593,1051.83
1743902608.8505526,3,5/16,47/20,,,2/11,7/2,2/7,5/2,1/3,2,1/5,10/3,,,3/10,12/5,3/10,5/2,4/11,2,4/11,11/5,2/9,14/5,1/6,4,2/9,14/5,3/10,5/2,2/11,7/2,1/3,11/5,1/6,18/5,2/13,18/5,10/33,12/5,2/11,18/5,1/3,21/10,,,,,3/10,5/2,1/5,14/5,1/6,3,0.7619047619047619,0.29850746268656714,,,0.8461538461538461,0.2222222222222222,0.7777777777777778,0.2857142857142857,0.75,2.0,0.8333333333333334,0.23076923076923078,,,0.7692307692307693,0.29411764705882354,0.7692307692307693,0.2857142857142857,0.7333333333333333,2.0,0.7333333333333333,0.3125,0.8181818181818182,0.2631578947368421,0.8571428571428571,4.0,0.8181818181818182,0.2631578947368421,0.7692307692307693,0.2857142857142857,0.8461538461538461,0.2222222222222222,0.75,0.3125,0.8571428571428571,0.21739130434782608,0.8666666666666667,0.21739130434782608,0.7674418604651163,0.29411764705882354,0.8461538461538461,0.21739130434782608,0.75,0.3225806451612903,,,,,0.7692307692307693,0.2857142857142857,0.8333333333333334,0.2631578947368421,0.8571428571428571,3.0,0.7333333333333333,SX-FR,0.21739130434782608,LS-QN-CE,0.9507246376811593,1051.83
1743902638.01538,4,5/16,47/20,,,2/11,7/2,2/7,5/2,1/3,2,1/5,10/3,,,3/10,12/5,3/10,5/2,4/11,2,4/11,11/5,2/9,14/5,1/6,4,2/9,14/5,3/10,5/2,2/11,7/2,1/3,11/5,1/6,18/5,2/13,18/5,10/33,12/5,2/11,18/5,1/3,21/10,,,,,3/10,5/2,1/5,14/5,1/6,3,0.7619047619047619,0.29850746268656714,,,0.8461538461538461,0.2222222222222222,0.7777777777777778,0.2857142857142857,0.75,2.0,0.8333333333333334,0.23076923076923078,,,0.7692307692307693,0.29411764705882354,0.7692307692307693,0.2857142857142857,0.7333333333333333,2.0,0.7333333333333333,0.3125,0.8181818181818182,0.2631578947368421,0.8571428571428571,4.0,0.8181818181818182,0.2631578947368421,0.7692307692307693,0.2857142857142857,0.8461538461538461,0.2222222222222222,0.75,0.3125,0.8571428571428571,0.21739130434782608,0.8666666666666667,0.21739130434782608,0.7674418604651163,0.29411764705882354,0.8461538461538461,0.21739130434782608,0.75,0.3225806451612903,,,,,0.7692307692307693,0.2857142857142857,0.8333333333333334,0.2631578947368421,0.8571428571428571,3.0,0.7333333333333333,SX-FR,0.21739130434782608,LS-QN-CE,0.9507246376811593,1051.83
1743902667.1197982,5,5/16,47/20,,,2/11,7/2,1/5,10/3,2/13,7/2,1/5,10/3,,,2/11,18/5,1/6,19/5,1/6,7/2,2/13,4,2/9,14/5,1/6,4,1/6,7/2,2/11,7/2,2/11,7/2,1/6,4,1/6,18/5,2/11,7/2,2/11,15/4,2/11,18/5,1/6,15/4,,,,,2/11,7/2,2/11,3,1/6,3,0.7619047619047619,0.29850746268656714,,,0.8461538461538461,0.2222222222222222,0.8333333333333334,0.23076923076923078,0.8666666666666667,0.2222222222222222,0.8333333333333334,0.23076923076923078,,,0.8461538461538461,0.21739130434782608,0.8571428571428571,0.20833333333333334,0.8571428571428571,0.2222222222222222,0.8666666666666667,4.0,0.8181818181818182,0.2631578947368421,0.8571428571428571,4.0,0.8571428571428571,0.2222222222222222,0.8461538461538461,0.2222222222222222,0.8461538461538461,0.2222222222222222,0.8571428571428571,4.0,0.8571428571428571,0.21739130434782608,0.8461538461538461,0.2222222222222222,0.8461538461538461,0.21052631578947367,0.8461538461538461,0.21739130434782608,0.8571428571428571,0.21052631578947367,,,,,0.8461538461538461,0.2222222222222222,0.8461538461538461,3.0,0.8571428571428571,3.0,0.7619047619047619,B3,0.20833333333333334,UN,0.9702380952380952,1030.66
1743902695.7010536,6,5/16,47/20,,,2/11,7/2,1/5,10/3,2/13,7/2,1/5,10/3,,,2/11,18/5,1/6,19/5,1/6,7/2,2/13,4,2/9,14/5,1/6,4,1/6,7/2,2/11,7/2,2/11,7/2,1/6,4,1/6,18/5,2/11,7/2,2/11,15/4,2/11,18/5,1/6,15/4,,,,,2/11,7/2,2/11,3,1/6,3,0.7619047619047619,0.29850746268656714,,,0.8461538461538461,0.2222222222222222,0.8333333333333334,0.23076923076923078,0.8666666666666667,0.2222222222222222,0.8333333333333334,0.23076923076923078,,,0.8461538461538461,0.21739130434782608,0.8571428571428571,0.20833333333333334,0.8571428571428571,0.2222222222222222,0.8666666666666667,4.0,0.8181818181818182,0.2631578947368421,0.8571428571428571,4.0,0.8571428571428571,0.2222222222222222,0.8461538461538461,0.2222222222222222,0.8461538461538461,0.2222222222222222,0.8571428571428571,4.0,0.8571428571428571,0.21739130434782608,0.8461538461538461,0.2222222222222222,0.8461538461538461,0.21052631578947367,0.8461538461538461,0.21739130434782608,0.8571428571428571,0.21052631578947367,,,,,0.8461538461538461,0.2222222222222222,0.8461538461538461,3.0,0.8571428571428571,3.0,0.7619047619047619,B3,0.20833333333333334,UN,0.9702380952380952,1030.66
1743902724.3567858,7,1/5,7/2,,,1/5,16/5,2/9,10/3,2/13,7/2,1/5,10/3,,,2/11,18/5,1/6,19/5,1/6,7/2,2/13,4,1/6,18/5,1/6,4,1/6,7/2,2/11,7/2,2/11,7/2,1/6,4,1/6,18/5,2/13,15/4,2/11,15/4,2/11,18/5,1/6,15/4,,,,,2/11,7/2,2/11,2,1/6,10/3,0.8333333333333334,0.2222222222222222,,,0.8333333333333334,0.23809523809523808,0.8181818181818182,0.23076923076923078,0.8666666666666667,0.2222222222222222,0.8333333333333334,0.23076923076923078,,,0.8461538461538461,0.21739130434782608,0.8571428571428571,0.20833333333333334,0.8571428571428571,0.2222222222222222,0.8666666666666667,4.0,0.8571428571428571,0.21739130434782608,0.8571428571428571,4.0,0.8571428571428571,0.2222222222222222,0.8461538461538461,0.2222222222222222,0.8461538461538461,0.2222222222222222,0.8571428571428571,4.0,0.8571428571428571,0.21739130434782608,0.8666666666666667,0.21052631578947367,0.8461538461538461,0.21052631578947367,0.8461538461538461,0.21739130434782608,0.8571428571428571,0.21052631578947367,,,,,0.8461538461538461,0.2222222222222222,0.8461538461538461,2.0,0.8571428571428571,0.23076923076923078,0.8181818181818182,WH,0.20833333333333334,UN,1.0265151515151516,974.16
1743902754.1124108,8,1/5,7/2,,,1/5,16/5,2/9,10/3,2/13,7/2,1/5,10/3,,,2/11,18/5,1/6,19/5,1/6,7/2,2/13,4,1/6,18/5,1/6,4,1/6,7/2,2/11,7/2,2/11,7/2,1/6,4,1/6,18/5,2/13,15/4,2/11,15/4,2/11,18/5,1/6,15/4,,,,,2/11,7/2,2/11,2,1/6,10/3,0.8333333333333334,0.2222222222222222,,,0.8333333333333334,0.23809523809523808,0.8181818181818182,0.23076923076923078,0.8666666666666667,0.2222222222222222,0.8333333333333334,0.23076923076923078,,,0.8461538461538461,0.21739130434782608,0.8571428571428571,0.20833333333333334,0.8571428571428571,0.2222222222222222,0.8666666666666667,4.0,0.8571428571428571,0.21739130434782608,0.8571428571428571,4.0,0.8571428571428571,0.2222222222222222,0.8461538461538461,0.2222222222222222,0.8461538461538461,0.2222222222222222,0.8571428571428571,4.0,0.8571428571428571,0.21739130434782608,0.8666666666666667,0.21052631578947367,0.8461538461538461,0.21052631578947367,0.8461538461538461,0.21739130434782608,0.8571428571428571,0.21052631578947367,,,,,0.8461538461538461,0.2222222222222222,0.8461538461538461,2.0,0.8571428571428571,0.23076923076923078,0.8181818181818182,WH,0.20833333333333334,UN,1.0265151515151516,974.16
1743902783.4685082,9,1/5,7/2,,,2/9,3,1/4,3,2/13,7/2,2/9,31/10,,,2/9,16/5,1/6,19/5,1/6,7/2,2/13,4,1/6,18/5,1/6,4,1/6,7/2,1/5,10/3,2/11,7/2,1/6,4,11/50,16/5,1/5,10/3,1/5,7/2,2/9,18/5,2/11,7/2,,,,,1/5,10/3,2/11,14/5,1/6,11/4,0.8333333333333334,0.2222222222222222,,,0.8181818181818182,3.0,0.8,3.0,0.8666666666666667,0.2222222222222222,0.8181818181818182,0.24390243902439024,,,0.8181818181818182,0.23809523809523808,0.8571428571428571,0.20833333333333334,0.8571428571428571,0.2222222222222222,0.8666666666666667,4.0,0.8571428571428571,0.21739130434782608,0.8571428571428571,4.0,0.8571428571428571,0.2222222222222222,0.8333333333333334,0.23076923076923078,0.8461538461538461,0.2222222222222222,0.8571428571428571,4.0,0.819672131147541,0.23809523809523808,0.8333333333333334,0.23076923076923078,0.8333333333333334,0.2222222222222222,0.8181818181818182,0.21739130434782608,0.8461538461538461,0.2222222222222222,,,,,0.8333333333333334,0.23076923076923078,0.8461538461538461,0.2631578947368421,0.8571428571428571,0.26666666666666666,0.8,WH,0.20833333333333334,UN,1.0083333333333333,991.73
